
======================================================
CATEGORIA XTREAM: ABERTOS (Total: 64 canais)
======================================================
  • Nome na API: 'Pfc 7' | Normalizado: 'PFC 7' | EPG ID da lista: 'br#premiere-7'
  • Nome na API: 'Pfc 8' | Normalizado: 'PFC 8' | EPG ID da lista: 'br#premiere-7'
  • Nome na API: 'Pfc 8' | Normalizado: 'PFC 8' | EPG ID da lista: 'br#premiere-7'
  • Nome na API: 'Pfc 8' | Normalizado: 'PFC 8' | EPG ID da lista: 'br#premiere-7'
  • Nome na API: 'Pfc 8' | Normalizado: 'PFC 8' | EPG ID da lista: 'br#premiere-7'
  • Nome na API: 'Pfc Clubes' | Normalizado: 'PFC CLUBES' | EPG ID da lista: 'PremiereClubes.br@SD'
  • Nome na API: 'Pfc Clubes' | Normalizado: 'PFC CLUBES' | EPG ID da lista: 'PremiereClubes.br@SD'
  • Nome na API: 'Pfc Clubes' | Normalizado: 'PFC CLUBES' | EPG ID da lista: 'PremiereClubes.br@SD'
  • Nome na API: 'Pfc Clubes' | Normalizado: 'PFC CLUBES' | EPG ID da lista: 'PremiereClubes.br@SD'
  • Nome na API: 'Pfc Clubes' | Normalizado: 'PFC CLUBES' | EPG ID da lista: 'PremiereClubes.br@SD'
  • Nome na API: 'Pfc Clubes 4k¹' | Normalizado: 'PFC CLUBES 4K1' | EPG ID da lista: 'PremiereClubes.br@SD'
  • Nome na API: 'Pfc Clubes Fhd¹' | Normalizado: 'PFC CLUBES FHD1' | EPG ID da lista: 'PremiereClubes.br@SD'
  • Nome na API: 'Pfc Clubes Hd¹' | Normalizado: 'PFC CLUBES HD1' | EPG ID da lista: 'PremiereClubes.br@SD'

======================================================
CATEGORIA XTREAM: NOTICIAS (Total: 25 canais)
======================================================
  • Nome na API: 'Band News' | Normalizado: 'BAND NEWS' | EPG ID da lista: 'BandNews.br@SD'
  • Nome na API: 'Band News' | Normalizado: 'BAND NEWS' | EPG ID da lista: 'BandNews.br@SD'
  • Nome na API: 'Band News' | Normalizado: 'BAND NEWS' | EPG ID da lista: 'BandNews.br@SD'
  • Nome na API: 'Band News' | Normalizado: 'BAND NEWS' | EPG ID da lista: 'BandNews.br@SD'
  • Nome na API: 'Bm&c News' | Normalizado: 'BM C NEWS' | EPG ID da lista: ''
  • Nome na API: 'CNN Brasil' | Normalizado: 'CNN BRASIL' | EPG ID da lista: 'br#cnn'
  • Nome na API: 'CNN Brasil' | Normalizado: 'CNN BRASIL' | EPG ID da lista: 'br#cnn'
  • Nome na API: 'CNN Brasil' | Normalizado: 'CNN BRASIL' | EPG ID da lista: 'br#cnn'
  • Nome na API: 'CNN Brasil' | Normalizado: 'CNN BRASIL' | EPG ID da lista: 'br#cnn'
  • Nome na API: 'CNN Brasil' | Normalizado: 'CNN BRASIL' | EPG ID da lista: 'br#cnn'
  • Nome na API: 'CNN Internacional' | Normalizado: 'CNN INTERNACIONAL' | EPG ID da lista: 'CNNInternational.us@AsiaPacific'
  • Nome na API: 'Globo News' | Normalizado: 'GLOBO NEWS' | EPG ID da lista: 'GloboNews.br@SD'
  • Nome na API: 'Globo News' | Normalizado: 'GLOBO NEWS' | EPG ID da lista: 'GloboNews.br@SD'
  • Nome na API: 'Globo News' | Normalizado: 'GLOBO NEWS' | EPG ID da lista: 'GloboNews.br@SD'
  • Nome na API: 'Globo News' | Normalizado: 'GLOBO NEWS' | EPG ID da lista: 'GloboNews.br@SD'
  • Nome na API: 'Globonews' | Normalizado: 'GLOBONEWS' | EPG ID da lista: 'GloboNews.br@SD'
  • Nome na API: 'Jovem Pan News' | Normalizado: 'JOVEM PAN NEWS' | EPG ID da lista: 'epgpw_417187'
  • Nome na API: 'Jovem Pan News' | Normalizado: 'JOVEM PAN NEWS' | EPG ID da lista: 'epgpw_417187'
  • Nome na API: 'Jovem Pan News' | Normalizado: 'JOVEM PAN NEWS' | EPG ID da lista: 'jovempannews.br'
  • Nome na API: 'Jovem Pan News' | Normalizado: 'JOVEM PAN NEWS' | EPG ID da lista: 'epgpw_417187'
  • Nome na API: 'Jovem Pan News' | Normalizado: 'JOVEM PAN NEWS' | EPG ID da lista: 'jovempannews.br'
  • Nome na API: 'Record News' | Normalizado: 'RECORD NEWS' | EPG ID da lista: 'RecordNews.br@SD'
  • Nome na API: 'Record News' | Normalizado: 'RECORD NEWS' | EPG ID da lista: 'RecordNews.br@SD'
  • Nome na API: 'Record News' | Normalizado: 'RECORD NEWS' | EPG ID da lista: 'RecordNews.br@SD'
  • Nome na API: 'Record News' | Normalizado: 'RECORD NEWS' | EPG ID da lista: 'RecordNews.br@SD'

======================================================
CATEGORIA XTREAM: DOCUMENTARIOS (Total: 56 canais)
======================================================
  • Nome na API: 'Animal Planet' | Normalizado: 'ANIMAL PLANET' | EPG ID da lista: 'AnimalPlanet.br@SD'
  • Nome na API: 'Animal Planet' | Normalizado: 'ANIMAL PLANET' | EPG ID da lista: 'AnimalPlanet.br@SD'
  • Nome na API: 'Animal Planet' | Normalizado: 'ANIMAL PLANET' | EPG ID da lista: 'AnimalPlanet.br@SD'
  • Nome na API: 'Animal Planet' | Normalizado: 'ANIMAL PLANET' | EPG ID da lista: 'AnimalPlanet.br@SD'
  • Nome na API: 'Animal Planet' | Normalizado: 'ANIMAL PLANET' | EPG ID da lista: 'AnimalPlanet.br@SD'
  • Nome na API: 'Disc Channel' | Normalizado: 'DISC CHANNEL' | EPG ID da lista: 'DiscoveryChannelLatinAmerica.us@Brazil'
  • Nome na API: 'Disc Channel' | Normalizado: 'DISC CHANNEL' | EPG ID da lista: 'DiscoveryChannelLatinAmerica.us@Brazil'
  • Nome na API: 'Disc Channel' | Normalizado: 'DISC CHANNEL' | EPG ID da lista: 'DiscoveryChannelLatinAmerica.us@Brazil'
  • Nome na API: 'Disc Channel' | Normalizado: 'DISC CHANNEL' | EPG ID da lista: 'DiscoveryChannelLatinAmerica.us@Brazil'
  • Nome na API: 'Disc Channel' | Normalizado: 'DISC CHANNEL' | EPG ID da lista: 'DiscoveryChannelLatinAmerica.us@Brazil'
  • Nome na API: 'Disc H & Health' | Normalizado: 'DISC H HEALTH' | EPG ID da lista: 'DiscoveryHomeHealthLatinAmerica.mx@Brazil'
  • Nome na API: 'Disc H & Health' | Normalizado: 'DISC H HEALTH' | EPG ID da lista: 'DiscoveryHomeHealthLatinAmerica.mx@Brazil'
  • Nome na API: 'Disc H & Health' | Normalizado: 'DISC H HEALTH' | EPG ID da lista: 'DiscoveryHomeHealthLatinAmerica.mx@Brazil'
  • Nome na API: 'Disc H & Health' | Normalizado: 'DISC H HEALTH' | EPG ID da lista: 'DiscoveryHomeHealthLatinAmerica.mx@Brazil'
  • Nome na API: 'Disc H & Health' | Normalizado: 'DISC H HEALTH' | EPG ID da lista: 'DiscoveryHomeHealthLatinAmerica.mx@Brazil'
  • Nome na API: 'Disc ID' | Normalizado: 'DISC ID' | EPG ID da lista: 'InvestigationDiscovery.br@SD'
  • Nome na API: 'Disc ID' | Normalizado: 'DISC ID' | EPG ID da lista: 'InvestigationDiscovery.br@SD'
  • Nome na API: 'Disc ID' | Normalizado: 'DISC ID' | EPG ID da lista: 'InvestigationDiscovery.br@SD'
  • Nome na API: 'Disc ID' | Normalizado: 'DISC ID' | EPG ID da lista: 'InvestigationDiscovery.br@SD'
  • Nome na API: 'Disc Science' | Normalizado: 'DISC SCIENCE' | EPG ID da lista: 'DiscoveryScienceLatinAmerica.us@Brazil'
  • Nome na API: 'Disc Science' | Normalizado: 'DISC SCIENCE' | EPG ID da lista: 'DiscoveryScienceLatinAmerica.us@Brazil'
  • Nome na API: 'Disc Science' | Normalizado: 'DISC SCIENCE' | EPG ID da lista: 'DiscoveryScienceLatinAmerica.us@Brazil'
  • Nome na API: 'Disc Science' | Normalizado: 'DISC SCIENCE' | EPG ID da lista: 'DiscoveryScienceLatinAmerica.us@Brazil'
  • Nome na API: 'Disc Theater' | Normalizado: 'DISC THEATER' | EPG ID da lista: 'DiscoveryTheater.br@SD'
  • Nome na API: 'Disc Theater' | Normalizado: 'DISC THEATER' | EPG ID da lista: 'DiscoveryTheater.br@SD'
  • Nome na API: 'Disc Theater' | Normalizado: 'DISC THEATER' | EPG ID da lista: 'DiscoveryTheater.br@SD'
  • Nome na API: 'Disc Theater' | Normalizado: 'DISC THEATER' | EPG ID da lista: 'DiscoveryTheater.br@SD'
  • Nome na API: 'Disc Turbo' | Normalizado: 'DISC TURBO' | EPG ID da lista: 'DiscoveryTurboLatinAmerica.us@Brazil'
  • Nome na API: 'Disc Turbo' | Normalizado: 'DISC TURBO' | EPG ID da lista: 'DiscoveryTurboLatinAmerica.us@Brazil'
  • Nome na API: 'Disc Turbo' | Normalizado: 'DISC TURBO' | EPG ID da lista: 'DiscoveryTurboLatinAmerica.us@Brazil'
  • Nome na API: 'Disc Turbo' | Normalizado: 'DISC TURBO' | EPG ID da lista: 'DiscoveryTurboLatinAmerica.us@Brazil'
  • Nome na API: 'Disc Turbo' | Normalizado: 'DISC TURBO' | EPG ID da lista: 'DiscoveryTurboLatinAmerica.us@Brazil'
  • Nome na API: 'Disc World' | Normalizado: 'DISC WORLD' | EPG ID da lista: 'DiscoveryWorld.us@Brazil'
  • Nome na API: 'Disc World' | Normalizado: 'DISC WORLD' | EPG ID da lista: 'DiscoveryWorld.us@Brazil'
  • Nome na API: 'Disc World' | Normalizado: 'DISC WORLD' | EPG ID da lista: 'DiscoveryWorld.us@Brazil'
  • Nome na API: 'Disc World' | Normalizado: 'DISC WORLD' | EPG ID da lista: 'DiscoveryWorld.us@Brazil'
  • Nome na API: 'Dog Tv' | Normalizado: 'DOG TV' | EPG ID da lista: 'DogTV.us@SD'
  • Nome na API: 'Dogtv' | Normalizado: 'DOGTV' | EPG ID da lista: 'DogTV.us@SD'
  • Nome na API: 'Fish Tv' | Normalizado: 'FISH TV' | EPG ID da lista: 'FishTV.br@SD'
  • Nome na API: 'Fish Tv' | Normalizado: 'FISH TV' | EPG ID da lista: 'FishTV.br@SD'
  • Nome na API: 'Fish Tv' | Normalizado: 'FISH TV' | EPG ID da lista: 'FishTV.br@SD'
  • Nome na API: 'Fish Tv' | Normalizado: 'FISH TV' | EPG ID da lista: 'FishTV.br@SD'
  • Nome na API: 'Hgtv' | Normalizado: 'HGTV' | EPG ID da lista: 'HGTVLatinAmerica.us@Brazil'
  • Nome na API: 'Hgtv' | Normalizado: 'HGTV' | EPG ID da lista: 'HGTVLatinAmerica.us@Brazil'
  • Nome na API: 'Hgtv' | Normalizado: 'HGTV' | EPG ID da lista: 'HGTVLatinAmerica.us@Brazil'
  • Nome na API: 'Hgtv' | Normalizado: 'HGTV' | EPG ID da lista: 'HGTVLatinAmerica.us@Brazil'
  • Nome na API: 'History' | Normalizado: 'HISTORY' | EPG ID da lista: 'History.br@SD'
  • Nome na API: 'History' | Normalizado: 'HISTORY' | EPG ID da lista: 'History.br@SD'
  • Nome na API: 'History' | Normalizado: 'HISTORY' | EPG ID da lista: 'History.br@SD'
  • Nome na API: 'History' | Normalizado: 'HISTORY' | EPG ID da lista: 'History.br@SD'
  • Nome na API: 'History 2' | Normalizado: 'HISTORY 2' | EPG ID da lista: 'br#h2-hd'
  • Nome na API: 'History 2' | Normalizado: 'HISTORY 2' | EPG ID da lista: 'br#h2-hd'
  • Nome na API: 'History 2' | Normalizado: 'HISTORY 2' | EPG ID da lista: 'br#h2-hd'
  • Nome na API: 'History 2' | Normalizado: 'HISTORY 2' | EPG ID da lista: 'br#h2-hd'
  • Nome na API: 'Tru Tv' | Normalizado: 'TRU TV' | EPG ID da lista: 'truTV.br@SD'
  • Nome na API: 'Trut Tv' | Normalizado: 'TRUT TV' | EPG ID da lista: 'truTV.br@SD'

======================================================
CATEGORIA XTREAM: INFANTIL (Total: 29 canais)
======================================================
  • Nome na API: 'Box Kids' | Normalizado: 'BOX KIDS' | EPG ID da lista: ''
  • Nome na API: 'Cartoon' | Normalizado: 'CARTOON' | EPG ID da lista: 'cartoon.network.br'
  • Nome na API: 'Cartoon' | Normalizado: 'CARTOON' | EPG ID da lista: 'cartoon'
  • Nome na API: 'Cartoon' | Normalizado: 'CARTOON' | EPG ID da lista: 'cartoon.network.br'
  • Nome na API: 'Cartoon' | Normalizado: 'CARTOON' | EPG ID da lista: 'cartoon.network.br'
  • Nome na API: 'Cartoon' | Normalizado: 'CARTOON' | EPG ID da lista: 'cartoonnetwork.br'
  • Nome na API: 'Cartoonito' | Normalizado: 'CARTOONITO' | EPG ID da lista: 'cartoonito.br'
  • Nome na API: 'Cartoonito' | Normalizado: 'CARTOONITO' | EPG ID da lista: 'cartoonito.br'
  • Nome na API: 'Cartoonito' | Normalizado: 'CARTOONITO' | EPG ID da lista: 'CARTOONITO'
  • Nome na API: 'Cartoonito' | Normalizado: 'CARTOONITO' | EPG ID da lista: 'cartoonito.br'
  • Nome na API: 'Disc Kids' | Normalizado: 'DISC KIDS' | EPG ID da lista: 'discovery.kids.br'
  • Nome na API: 'Disc Kids' | Normalizado: 'DISC KIDS' | EPG ID da lista: 'discovery.kids.br'
  • Nome na API: 'Disc Kids' | Normalizado: 'DISC KIDS' | EPG ID da lista: 'discovery.kids.br'
  • Nome na API: 'Disc Kids' | Normalizado: 'DISC KIDS' | EPG ID da lista: 'discovery.kids.br'
  • Nome na API: 'Disc Kids' | Normalizado: 'DISC KIDS' | EPG ID da lista: 'discovery.kids.br'
  • Nome na API: 'Gloob' | Normalizado: 'GLOOB' | EPG ID da lista: 'gloob.br'
  • Nome na API: 'Gloob' | Normalizado: 'GLOOB' | EPG ID da lista: 'gloob.br'
  • Nome na API: 'Gloob' | Normalizado: 'GLOOB' | EPG ID da lista: 'Gloob'
  • Nome na API: 'Gloob' | Normalizado: 'GLOOB' | EPG ID da lista: 'gloob.br'
  • Nome na API: 'Gloobinho' | Normalizado: 'GLOOBINHO' | EPG ID da lista: 'Gloobinho'
  • Nome na API: 'Gloobinho' | Normalizado: 'GLOOBINHO' | EPG ID da lista: 'gloobinho.br'
  • Nome na API: 'Gloobinho' | Normalizado: 'GLOOBINHO' | EPG ID da lista: 'Gloobinho'
  • Nome na API: 'Gloobinho' | Normalizado: 'GLOOBINHO' | EPG ID da lista: 'Gloobinho'
  • Nome na API: 'Nick Jr' | Normalizado: 'NICK JR' | EPG ID da lista: 'nick.jr.br'
  • Nome na API: 'Nickelodeon' | Normalizado: 'NICKELODEON' | EPG ID da lista: 'nick.br'
  • Nome na API: 'Play Kids' | Normalizado: 'PLAY KIDS' | EPG ID da lista: 'Boomerang.br'
  • Nome na API: 'Zoomoo' | Normalizado: 'ZOOMOO' | EPG ID da lista: 'zoomoo.br'
  • Nome na API: 'Zoomoo' | Normalizado: 'ZOOMOO' | EPG ID da lista: 'ZooMoo'
  • Nome na API: 'Zoomoo' | Normalizado: 'ZOOMOO' | EPG ID da lista: 'zoomoo.br'

======================================================
CATEGORIA XTREAM: VARIEDADE (Total: 59 canais)
======================================================
  • Nome na API: 'Arte 1' | Normalizado: 'ARTE 1' | EPG ID da lista: 'arte.1.br'
  • Nome na API: 'Arte 1' | Normalizado: 'ARTE 1' | EPG ID da lista: 'ARTE 1 HD'
  • Nome na API: 'Arte 1' | Normalizado: 'ARTE 1' | EPG ID da lista: 'ARTE 1 HD'
  • Nome na API: 'Arte 1' | Normalizado: 'ARTE 1' | EPG ID da lista: 'ARTE 1 HD'
  • Nome na API: 'Cultura' | Normalizado: 'CULTURA' | EPG ID da lista: 'cultura.br'
  • Nome na API: 'Curta!' | Normalizado: 'CURTA' | EPG ID da lista: 'curta.br'
  • Nome na API: 'Curta!' | Normalizado: 'CURTA' | EPG ID da lista: 'curta.br'
  • Nome na API: 'Curta!' | Normalizado: 'CURTA' | EPG ID da lista: 'curta.br'
  • Nome na API: 'Curta!' | Normalizado: 'CURTA' | EPG ID da lista: 'curta.br'
  • Nome na API: 'E!' | Normalizado: 'E' | EPG ID da lista: 'e.br'
  • Nome na API: 'E!' | Normalizado: 'E' | EPG ID da lista: 'e.br'
  • Nome na API: 'E!' | Normalizado: 'E' | EPG ID da lista: 'e.br'
  • Nome na API: 'E!' | Normalizado: 'E' | EPG ID da lista: 'e.br'
  • Nome na API: 'Fashion Tv' | Normalizado: 'FASHION TV' | EPG ID da lista: 'a.e.br'
  • Nome na API: 'Fashion Tv' | Normalizado: 'FASHION TV' | EPG ID da lista: 'fashion.br'
  • Nome na API: 'Fashion Tv' | Normalizado: 'FASHION TV' | EPG ID da lista: 'a.e.br'
  • Nome na API: 'Fashion Tv' | Normalizado: 'FASHION TV' | EPG ID da lista: 'fashion.br'
  • Nome na API: 'Food Network' | Normalizado: 'FOOD NETWORK' | EPG ID da lista: 'a.e.br'
  • Nome na API: 'Food Network' | Normalizado: 'FOOD NETWORK' | EPG ID da lista: 'food.network.brasil.br'
  • Nome na API: 'Food Network' | Normalizado: 'FOOD NETWORK' | EPG ID da lista: 'food.network.br'
  • Nome na API: 'Food Network' | Normalizado: 'FOOD NETWORK' | EPG ID da lista: 'FOODBHD'
  • Nome na API: 'GNT' | Normalizado: 'GNT' | EPG ID da lista: 'a.e.br'
  • Nome na API: 'GNT' | Normalizado: 'GNT' | EPG ID da lista: 'gnt.br'
  • Nome na API: 'GNT' | Normalizado: 'GNT' | EPG ID da lista: 'gnt.br'
  • Nome na API: 'GNT' | Normalizado: 'GNT' | EPG ID da lista: 'gnt.br'
  • Nome na API: 'Globosat' | Normalizado: 'GLOBOSAT' | EPG ID da lista: 'plus.globosat.br'
  • Nome na API: 'Globosat' | Normalizado: 'GLOBOSAT' | EPG ID da lista: 'plus.globosat.br'
  • Nome na API: 'Globosat' | Normalizado: 'GLOBOSAT' | EPG ID da lista: 'plus.globosat.br'
  • Nome na API: 'Lifetime' | Normalizado: 'LIFETIME' | EPG ID da lista: 'LIFEBHD'
  • Nome na API: 'Lifetime' | Normalizado: 'LIFETIME' | EPG ID da lista: 'a.e.br'
  • Nome na API: 'Lifetime' | Normalizado: 'LIFETIME' | EPG ID da lista: 'lifetime.brazil.br'
  • Nome na API: 'Lifetime' | Normalizado: 'LIFETIME' | EPG ID da lista: 'lifetime.br'
  • Nome na API: 'OFF' | Normalizado: 'OFF' | EPG ID da lista: 'off.br'
  • Nome na API: 'OFF' | Normalizado: 'OFF' | EPG ID da lista: 'off.br'
  • Nome na API: 'OFF' | Normalizado: 'OFF' | EPG ID da lista: 'off.br'
  • Nome na API: 'OFF' | Normalizado: 'OFF' | EPG ID da lista: 'off.br'
  • Nome na API: 'Polishop Tv' | Normalizado: 'POLISHOP TV' | EPG ID da lista: 'polishop.br'
  • Nome na API: 'SYFY' | Normalizado: 'SYFY' | EPG ID da lista: 'syfy.br'
  • Nome na API: 'SYFY' | Normalizado: 'SYFY' | EPG ID da lista: 'syfy.br'
  • Nome na API: 'SYFY' | Normalizado: 'SYFY' | EPG ID da lista: 'syfy.br'
  • Nome na API: 'SYFY' | Normalizado: 'SYFY' | EPG ID da lista: 'syfy.br'
  • Nome na API: 'Sabor E Arte' | Normalizado: 'SABOR E ARTE' | EPG ID da lista: 'ARTE 1 HD'
  • Nome na API: 'Sabor E Arte' | Normalizado: 'SABOR E ARTE' | EPG ID da lista: ''
  • Nome na API: 'Sabor E Arte' | Normalizado: 'SABOR E ARTE' | EPG ID da lista: 'arte.1.br'
  • Nome na API: 'Sabor E Arte' | Normalizado: 'SABOR E ARTE' | EPG ID da lista: ''
  • Nome na API: 'Sabor E Arte' | Normalizado: 'SABOR E ARTE' | EPG ID da lista: 'ARTE1HD'
  • Nome na API: 'TLC' | Normalizado: 'TLC' | EPG ID da lista: 'a.e.br'
  • Nome na API: 'TLC' | Normalizado: 'TLC' | EPG ID da lista: 'tlc.br'
  • Nome na API: 'TLC' | Normalizado: 'TLC' | EPG ID da lista: 'tlc.br'
  • Nome na API: 'TLC' | Normalizado: 'TLC' | EPG ID da lista: 'tlc.br'
  • Nome na API: 'Tbs' | Normalizado: 'TBS' | EPG ID da lista: 'a.e.br'
  • Nome na API: 'Tbs' | Normalizado: 'TBS' | EPG ID da lista: 'BRZTBSH'
  • Nome na API: 'Tbs' | Normalizado: 'TBS' | EPG ID da lista: 'tbs.br'
  • Nome na API: 'Tbs' | Normalizado: 'TBS' | EPG ID da lista: 'tbs.br'
  • Nome na API: 'Universal Reality' | Normalizado: 'UNIVERSAL REALITY' | EPG ID da lista: ''
  • Nome na API: 'Woohoo' | Normalizado: 'WOOHOO' | EPG ID da lista: 'a.e.br'
  • Nome na API: 'Woohoo' | Normalizado: 'WOOHOO' | EPG ID da lista: 'a.e.br'
  • Nome na API: 'Woohoo' | Normalizado: 'WOOHOO' | EPG ID da lista: 'WOOHOOH'
  • Nome na API: 'Woohoo' | Normalizado: 'WOOHOO' | EPG ID da lista: 'woohoo.br'

======================================================
CATEGORIA XTREAM: GLOBO (Total: 238 canais)
======================================================
  • Nome na API: 'Amazonica Rio Branco' | Normalizado: 'AMAZONICA RIO BRANCO' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Amazonica Rio Branco' | Normalizado: 'AMAZONICA RIO BRANCO' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Amazonica Rio Branco' | Normalizado: 'AMAZONICA RIO BRANCO' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Eptv Campinas' | Normalizado: 'EPTV CAMPINAS' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Eptv Campinas' | Normalizado: 'EPTV CAMPINAS' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Eptv Campinas' | Normalizado: 'EPTV CAMPINAS' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Eptv Ribeirao Preto' | Normalizado: 'EPTV RIBEIRAO PRETO' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Eptv Ribeirao Preto' | Normalizado: 'EPTV RIBEIRAO PRETO' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Eptv Ribeirao Preto' | Normalizado: 'EPTV RIBEIRAO PRETO' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Eptv Ribeirao Preto' | Normalizado: 'EPTV RIBEIRAO PRETO' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Eptv Ribeirao Preto' | Normalizado: 'EPTV RIBEIRAO PRETO' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Eptv Sao Carlos' | Normalizado: 'EPTV SAO CARLOS' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Eptv Sao Carlos' | Normalizado: 'EPTV SAO CARLOS' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Eptv Sao Carlos' | Normalizado: 'EPTV SAO CARLOS' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Eptv Sul De Minas' | Normalizado: 'EPTV SUL DE MINAS' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Eptv Sul De Minas' | Normalizado: 'EPTV SUL DE MINAS' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Eptv Sul De Minas' | Normalizado: 'EPTV SUL DE MINAS' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Eptv Sul De Minas' | Normalizado: 'EPTV SUL DE MINAS' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Eptv Sul De Minas' | Normalizado: 'EPTV SUL DE MINAS' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Gazeta Sul Espirito Santo' | Normalizado: 'GAZETA SUL ESPIRITO SANTO' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Globo' | Normalizado: 'GLOBO' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Globo Brasilia' | Normalizado: 'GLOBO BRASILIA' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Globo Brasilia' | Normalizado: 'GLOBO BRASILIA' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Globo Brasilia' | Normalizado: 'GLOBO BRASILIA' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Globo Brasilia' | Normalizado: 'GLOBO BRASILIA' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Globo Campinas' | Normalizado: 'GLOBO CAMPINAS' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Globo Campos Dos Goytacazes' | Normalizado: 'GLOBO CAMPOS DOS GOYTACAZES' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Globo Cruzeiro Do Sul' | Normalizado: 'GLOBO CRUZEIRO DO SUL' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Globo Maceio' | Normalizado: 'GLOBO MACEIO' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Globo Minas' | Normalizado: 'GLOBO MINAS' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Globo Minas' | Normalizado: 'GLOBO MINAS' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Globo Minas' | Normalizado: 'GLOBO MINAS' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Globo Minas' | Normalizado: 'GLOBO MINAS' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Globo Nordeste' | Normalizado: 'GLOBO NORDESTE' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Globo Nordeste' | Normalizado: 'GLOBO NORDESTE' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Globo Nordeste' | Normalizado: 'GLOBO NORDESTE' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Globo Nordeste' | Normalizado: 'GLOBO NORDESTE' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Globo Nsc Floripa' | Normalizado: 'GLOBO NSC FLORIPA' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Globo Palmas' | Normalizado: 'GLOBO PALMAS' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Globo Pernambuco' | Normalizado: 'GLOBO PERNAMBUCO' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Globo Porto Velho' | Normalizado: 'GLOBO PORTO VELHO' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Globo RJ' | Normalizado: 'GLOBO RJ' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Globo RJ' | Normalizado: 'GLOBO RJ' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Globo RJ' | Normalizado: 'GLOBO RJ' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Globo RJ' | Normalizado: 'GLOBO RJ' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Globo RJ Hd¹' | Normalizado: 'GLOBO RJ HD1' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Globo Rpc Londrina' | Normalizado: 'GLOBO RPC LONDRINA' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
  • Nome na API: 'Globo Rpc Londrina' | Normalizado: 'GLOBO RPC LONDRINA' | EPG ID da lista: 'br#globo-s-o-paulo-hd'
